id_assessment,id_student,date_submitted,is_banked,score,code_module,code_presentation,assessment_type,date,weight
1752,306107,18,0,73,AAA,2013J,TMA,19.0,10.0
1752,306466,7,0,81,AAA,2013J,TMA,19.0,10.0
1752,306897,16,0,72,AAA,2013J,TMA,19.0,10.0
1752,307061,19,0,82,AAA,2013J,TMA,19.0,10.0
1752,307866,19,0,47,AAA,2013J,TMA,19.0,10.0
1752,311917,18,0,55,AAA,2013J,TMA,19.0,10.0
1752,312537,19,0,88,AAA,2013J,TMA,19.0,10.0
1752,312782,18,0,89,AAA,2013J,TMA,19.0,10.0
1752,318933,16,0,70,AAA,2013J,TMA,19.0,10.0
1752,319047,26,0,77,AAA,2013J,TMA,19.0,10.0
1752,321942,17,0,82,AAA,2013J,TMA,19.0,10.0
1752,324002,19,0,85,AAA,2013J,TMA,19.0,10.0
1752,324084,16,0,58,AAA,2013J,TMA,19.0,10.0
1752,324282,18,0,38,AAA,2013J,TMA,19.0,10.0
1752,331358,18,0,84,AAA,2013J,TMA,19.0,10.0
1752,332789,18,0,69,AAA,2013J,TMA,19.0,10.0
1752,333059,19,0,72,AAA,2013J,TMA,19.0,10.0
1752,333323,19,0,77,AAA,2013J,TMA,19.0,10.0
1752,334259,19,0,57,AAA,2013J,TMA,19.0,10.0
1752,334333,18,0,36,AAA,2013J,TMA,19.0,10.0
1752,335764,19,0,86,AAA,2013J,TMA,19.0,10.0
1752,336207,17,0,71,AAA,2013J,TMA,19.0,10.0
1752,339972,16,0,68,AAA,2013J,TMA,19.0,10.0
1752,341872,58,0,64,AAA,2013J,TMA,19.0,10.0
1752,342007,20,0,75,AAA,2013J,TMA,19.0,10.0
1752,342514,12,0,68,AAA,2013J,TMA,19.0,10.0
1752,342972,14,0,62,AAA,2013J,TMA,19.0,10.0
1752,343446,19,0,74,AAA,2013J,TMA,19.0,10.0
1752,344282,18,0,61,AAA,2013J,TMA,19.0,10.0
1752,345068,19,0,70,AAA,2013J,TMA,19.0,10.0
1752,345357,16,0,75,AAA,2013J,TMA,19.0,10.0
1752,346025,19,0,85,AAA,2013J,TMA,19.0,10.0
1752,350188,19,0,75,AAA,2013J,TMA,19.0,10.0
1752,357668,19,0,49,AAA,2013J,TMA,19.0,10.0
1752,364177,15,0,64,AAA,2013J,TMA,19.0,10.0
1752,365244,19,0,64,AAA,2013J,TMA,19.0,10.0
1752,365642,15,0,68,AAA,2013J,TMA,19.0,10.0
1752,366483,18,0,88,AAA,2013J,TMA,19.0,10.0
1752,368194,19,0,54,AAA,2013J,TMA,19.0,10.0
1752,368824,18,0,61,AAA,2013J,TMA,19.0,10.0
1752,368963,20,0,58,AAA,2013J,TMA,19.0,10.0
1752,376439,19,0,86,AAA,2013J,TMA,19.0,10.0
1752,376581,18,0,86,AAA,2013J,TMA,19.0,10.0
1752,380953,17,0,73,AAA,2013J,TMA,19.0,10.0
1752,383254,18,0,74,AAA,2013J,TMA,19.0,10.0
1752,386924,26,0,59,AAA,2013J,TMA,19.0,10.0
1752,386952,19,0,67,AAA,2013J,TMA,19.0,10.0
1752,388722,21,0,65,AAA,2013J,TMA,19.0,10.0
1752,388885,19,0,51,AAA,2013J,TMA,19.0,10.0
1752,390890,19,0,75,AAA,2013J,TMA,19.0,10.0
1752,392756,19,0,53,AAA,2013J,TMA,19.0,10.0
1752,392931,29,0,65,AAA,2013J,TMA,19.0,10.0
1752,393207,18,0,68,AAA,2013J,TMA,19.0,10.0
1752,396872,19,0,63,AAA,2013J,TMA,19.0,10.0
1752,398552,17,0,54,AAA,2013J,TMA,19.0,10.0
1752,401869,19,0,55,AAA,2013J,TMA,19.0,10.0
1752,402470,16,0,80,AAA,2013J,TMA,19.0,10.0
1752,404804,18,0,52,AAA,2013J,TMA,19.0,10.0
1752,405088,19,0,85,AAA,2013J,TMA,19.0,10.0
1752,414117,18,0,81,AAA,2013J,TMA,19.0,10.0
1752,415969,20,0,67,AAA,2013J,TMA,19.0,10.0
1752,420087,20,0,80,AAA,2013J,TMA,19.0,10.0
1752,429958,19,0,59,AAA,2013J,TMA,19.0,10.0
1752,441018,18,0,54,AAA,2013J,TMA,19.0,10.0
1752,441888,20,0,74,AAA,2013J,TMA,19.0,10.0
1752,442442,19,0,39,AAA,2013J,TMA,19.0,10.0
1752,444677,19,0,91,AAA,2013J,TMA,19.0,10.0
1752,470588,19,0,86,AAA,2013J,TMA,19.0,10.0
1752,489455,15,0,74,AAA,2013J,TMA,19.0,10.0
1752,495284,18,0,73,AAA,2013J,TMA,19.0,10.0
